4.345807054644143519e-01 2.241146726722136884e-01
4.733326322946264653e-01 4.036997010545979592e-01
4.655101264368216585e-01 4.899272868415889826e-01
3.383848944952865256e-01 4.094936583476957992e-01
3.013769014680325875e-01 3.606753123553889107e-01
2.339278415059052596e-01 3.353179075512802143e-01
2.575168966894121891e-01 4.377044255375378556e-01
2.934077010917008899e-01 3.541559855055996242e-01
3.354326955147520217e-01 4.217701089052169894e-01
3.208412484500839934e-01 2.212923579689391462e-01
3.570749646316220827e-01 4.536725689994801636e-01
2.260210733596469679e-01 2.969741890066258660e-01
2.291826470784810998e-01 2.728913512924843188e-01
2.368761890198337605e-01 4.298365362976586668e-01
3.533820011866289912e-01 3.040836903954211579e-01
2.112888297006713378e-01 2.243549375253125755e-01
2.721009796214244325e-01 4.935675820468246044e-01
3.217418932996191083e-01 2.658282510472348426e-01
2.563571461063798851e-01 2.288280971066223857e-01
4.941950082405793809e-01 3.688175329879181952e-01
3.351214134634782349e-01 2.007610055668610782e-01
4.566881952975903047e-01 4.810163580282265094e-01
4.201030560805788516e-01 2.487657537055478207e-01
2.053124368129166932e-01 2.917024301820950183e-01
3.765516038475832383e-01 3.500461285898089359e-01
4.808675603573850377e-01 3.650131291102535203e-01
4.831197785728961747e-01 4.179343954198121436e-01
3.627659913644725176e-01 4.069032682704202264e-01
3.666542184162623341e-01 4.842846648846498847e-01
2.986275494063600489e-01 4.350267137205878765e-01
4.676686487300308337e-01 4.912074079074932320e-01
2.670490727258382213e-01 3.156342593722643031e-01
3.136608854934241908e-01 4.249726848235979570e-01
3.047642680293335959e-01 3.185806665770183899e-01
3.178214101257855750e-01 3.219127351290455019e-01
2.199030883233220601e-01 4.260490068483028248e-01
4.482083983398897353e-01 3.895377994482441819e-01
3.000113615390194721e-01 2.019565328438711893e-01
3.750985148352952159e-01 3.794785457896945324e-01
2.375409699225213278e-01 2.265267823685795656e-01
4.419631151156891979e-01 3.580216501151224362e-01
4.313892168611351829e-01 2.874732806774822347e-01
3.045539782332345458e-01 2.598728229214203878e-01
2.250496908921016948e-01 2.285318804799172376e-01
3.945583921810167927e-01 2.838403827345865604e-01
3.196557508350733601e-01 4.852843381148604918e-01
2.330050454007900063e-01 2.001018022684699360e-01
2.464506074034185090e-01 3.557506827994807441e-01
3.796538622798155127e-01 2.048520636269249573e-01
3.755282284900474665e-01 2.802979942534989388e-01
3.810730027557541200e-01 3.005488873854196274e-01
2.468536786299898866e-01 4.418697381182878914e-01
2.917547124478027110e-01 4.014398566995729389e-01
3.336877795150774428e-01 2.892277429511390663e-01
4.462631898153455734e-01 2.389824964023298803e-01
2.170840706232521344e-01 2.046447167967487546e-01
4.579564534003091603e-01 3.136926073599214937e-01
3.351881690456060547e-01 3.701414919084531352e-01
2.100457965417745765e-01 4.827017130336947459e-01
4.281626700577778610e-01 3.887415093107755570e-01
3.184502829585822981e-01 3.019420057792520096e-01
2.766465438336311866e-01 3.120882560100070036e-01
4.330221078366714993e-01 4.431962089722861764e-01
3.766318094826407448e-01 4.355396116074147228e-01
3.172624336869729333e-01 2.779191349271091793e-01
2.492199942232140586e-01 3.408024292784158082e-01
2.175025557480739224e-01 4.930620915753207156e-01
4.459510071622156957e-01 2.223967438175033506e-01
4.446795704162843088e-01 3.325330151147308788e-01
2.313858224809904052e-01 2.744210614743911036e-01
4.217262072410000728e-01 3.403269482984419558e-01
3.732009764288765630e-01 3.887956250544568615e-01
2.291379914559556474e-01 2.202614286579175629e-01
2.201721098149684031e-01 4.047648212396672829e-01
4.519020191112486651e-01 4.517205010150865396e-01
2.278574379463944866e-01 4.068899192277963817e-01
2.864142099078675341e-01 2.871199431021804749e-01
2.221372648465507471e-01 3.674750863976459780e-01
2.445381215653475437e-01 2.947922566011746959e-01
4.821703974594808151e-01 3.678197333849048123e-01
3.964362980491880073e-01 4.832807608377980846e-01
4.155575430097445122e-01 2.141480685293869202e-01
