4.592406860242838063e-01 2.568507132373736290e-01
4.910205924300547475e-01 4.739440011305189326e-01
3.178237065694299868e-01 4.587387314259668836e-01
3.084543024201030770e-01 3.759145984384059114e-01
3.789318321618292407e-01 3.463810562903532064e-01
3.098767017441163008e-01 4.651501199972754574e-01
2.687985344050274339e-01 3.723113295195002448e-01
4.891443814095529086e-01 3.391038313104738910e-01
3.462668506931999568e-01 2.390863970973053088e-01
2.913258435343701325e-01 2.257311258790131170e-01
2.038490906512861189e-01 2.424705380804004773e-01
2.773306744040706651e-01 3.779150254376465456e-01
2.752346293495228635e-01 2.961787471678440919e-01
3.469189955736327602e-01 3.235355457893569486e-01
2.887861166122776546e-01 3.410514226768800450e-01
4.889124286901020966e-01 3.850586734919650977e-01
3.039696432620125899e-01 3.860509016414558348e-01
2.812309968453322595e-01 2.017181580030873445e-01
2.056074401719264200e-01 2.073352058434111689e-01
4.527075743980329969e-01 4.252613886267432863e-01
2.101195929528378858e-01 3.195168339530526369e-01
2.716978692354051761e-01 4.546717483419517869e-01
4.181211966003022251e-01 3.134779988287310082e-01
2.180009747206736181e-01 3.753873104998594612e-01
2.151066321513517565e-01 3.191817854662327703e-01
3.067043683599457449e-01 4.311605009670204103e-01
2.588018118335279061e-01 4.409282688019752205e-01
2.037449981171592095e-01 3.987219766995335757e-01
3.501685123028225322e-01 4.337991895881497806e-01
2.758921938232921089e-01 3.510236394648041935e-01
2.394795476541006773e-01 3.116453627276773442e-01
3.341167582319404250e-01 3.027632210126527390e-01
2.565217622414611709e-01 3.852381421624680446e-01
4.612586723781050835e-01 2.554352932612978799e-01
4.096764477833436113e-01 2.962833207526140988e-01
3.988455379446234628e-01 2.249496720411970907e-01
3.299921338083945388e-01 3.918015166477749611e-01
2.415438081111749291e-01 2.885136852239880145e-01
4.078514364787200197e-01 2.403403302442369549e-01
2.111878575873153141e-01 4.811681934460155241e-01
2.052818553403449597e-01 2.787411509194726023e-01
2.916529524666608975e-01 3.121943253672811447e-01
2.913202654932782742e-01 3.198195156544368922e-01
3.246271019800752167e-01 3.336237277830865766e-01
2.213444433483927332e-01 4.703148973554054368e-01
2.248950223608141563e-01 2.271961455480459580e-01
4.220894114586605239e-01 4.888181514651839255e-01
3.562460838447299993e-01 3.054827454983558566e-01
2.651377568704829102e-01 2.239165460298845611e-01
3.003324495965614127e-01 2.989751527169582923e-01
3.205446557699356269e-01 4.010163880892544386e-01
4.655186733997572768e-01 2.517557685472362472e-01
4.208332025467916848e-01 2.589051290661608107e-01
4.780712727993773337e-01 2.986034894028570807e-01
4.388022295919769000e-01 3.788071902642812794e-01
4.225509788021937219e-01 2.468474106847625138e-01
2.579284631621216461e-01 4.275326470244567023e-01
2.610170117704435633e-01 4.596566948709964184e-01
4.347369102655262996e-01 4.847997946820222226e-01
4.360413434462245830e-01 4.351323801763435917e-01
4.180647203047994642e-01 2.497193931060248673e-01
2.091967083847425246e-01 4.546956396163695513e-01
4.841047722664423292e-01 3.699775507968310340e-01
4.663705236952183086e-01 2.999873996898874129e-01
4.447484960235813523e-01 2.127203334072940988e-01
4.297957926598038880e-01 4.889643047944631782e-01
3.264749501508206198e-01 4.253721266655665634e-01
3.182757402990777362e-01 4.877818410925814918e-01
3.245495552700100039e-01 4.644527852074020746e-01
4.536469205019296180e-01 4.590555310527528188e-01
2.136023188178163834e-01 2.725028144833644972e-01
2.723966950697369604e-01 4.704298453519316636e-01
2.011688262286116247e-01 4.697499541037822302e-01
3.015727138564225918e-01 4.079875633790964184e-01
3.207329487365329079e-01 2.125548537440740127e-01
2.341895238180377314e-01 2.788318869382986342e-01
4.092182369274687259e-01 4.675328215164274437e-01
4.736924108778437503e-01 4.530232478510148875e-01
4.479413535055456475e-01 2.053061585616111073e-01
4.904371216631798758e-01 2.090813503596233858e-01
2.717867718619770834e-01 2.827741198179897220e-01
4.269236162682236158e-01 2.780381842321803521e-01
3.935950262295837554e-01 2.306758453447113610e-01
4.498527633687696703e-01 3.913237693954424445e-01
2.591901958380151694e-01 2.629229412889452777e-01
4.534906044884876031e-01 4.850001108744709244e-01
3.568424441023998472e-01 2.436141572455483295e-01
2.481794909574387697e-01 4.073389082655133331e-01
3.455171864839574059e-01 3.590522350349942271e-01
2.960895329630905404e-01 4.516159739644207693e-01
2.357262775502896868e-01 2.483567154632713714e-01
2.086952605121918103e-01 2.069770402016331834e-01
3.103918356737397355e-01 3.432567711101633945e-01
2.852709745667253993e-01 3.378598440437267092e-01
2.898747450147904914e-01 2.824237884850171465e-01
4.644958367862215276e-01 2.949726787739354594e-01
4.244269536476638072e-01 2.431739253581555460e-01
3.500476363354755316e-01 2.584704442945419123e-01
2.730518861862775148e-01 3.622873282016985108e-01
3.812307923639067786e-01 2.238956543385905440e-01
