kpPred,tauPred,kpTrue,tauTrue
3.8422441482543945,4.42242956161499,3.8646616541353382,4.428571428571429
3.280956745147705,2.5509867668151855,3.5488721804511276,2.488721804511278
6.426095008850098,9.392070770263672,6.684210526315789,9.932330827067668
5.3355278968811035,3.912233352661133,5.421052631578947,3.413533834586466
2.4405670166015625,8.338537216186523,2.8496240601503757,8.69172932330827
8.057404518127441,3.7996575832366943,8.12781954887218,4.045112781954887
1.5183266401290894,1.5002931356430054,1.5864661654135337,1.4962406015037595
1.8373243808746338,1.7094604969024658,1.8345864661654134,1.225563909774436
3.418565034866333,5.200994491577148,3.571428571428571,4.7669172932330826
2.8199210166931152,1.6348497867584229,2.9849624060150375,1.2481203007518797
3.5049095153808594,6.920666217803955,4.225563909774436,5.894736842105263
7.312345504760742,1.9107677936553955,7.654135338345864,1.7894736842105263
2.234206438064575,5.480065822601318,2.6466165413533833,6.052631578947368
9.095486640930176,2.1494948863983154,9.503759398496241,1.4962406015037595
9.24875259399414,5.714448928833008,9.368421052631579,5.263157894736842
9.608935356140137,4.447900772094727,9.954887218045112,3.887218045112782
3.813530445098877,3.3630964756011963,4.518796992481203,3.345864661654135
9.184757232666016,3.5476295948028564,9.278195488721805,3.5939849624060147
1.4992340803146362,8.403313636779785,1.4511278195488722,7.293233082706767
1.509080171585083,7.52774715423584,1.4736842105263157,7.609022556390977
5.135740280151367,10.404518127441406,5.578947368421052,9.864661654135338
6.902233600616455,5.706343173980713,6.684210526315789,5.263157894736842
7.972034454345703,5.895564556121826,7.293233082706767,4.902255639097744
8.374712944030762,5.09284782409668,8.984962406015036,5.330827067669173
4.601187705993652,6.897653579711914,5.172932330827067,5.781954887218045
7.804266452789307,8.02393627166748,8.759398496240602,8.781954887218046
1.9610508680343628,7.972716331481934,1.5413533834586466,7.112781954887217
6.887373447418213,3.200640916824341,6.864661654135338,3.142857142857143
2.1999740600585938,1.9511741399765015,2.308270676691729,2.4661654135338344
7.152088165283203,5.254286289215088,7.293233082706767,5.488721804511278
5.559966564178467,1.5248435735702515,5.714285714285714,2.082706766917293
7.037485599517822,9.166672706604004,7.0,9.729323308270676
4.684983253479004,1.1547659635543823,5.2180451127819545,1.2030075187969924
6.934756755828857,8.53807544708252,6.323308270676692,8.421052631578947
2.475776433944702,3.915649652481079,2.443609022556391,5.353383458646617
