kpPred,tauPred,kpTrue,tauTrue
2.057018995285034,4.2436957359313965,2.5150300601202407,5.238476953907816
1.900493860244751,4.087627410888672,2.190380761523046,4.967935871743487
9.177366256713867,5.052146911621094,9.49498997995992,5.635270541082164
8.685892105102539,7.847756862640381,9.044088176352705,7.5290581162324655
7.8969645500183105,4.145047664642334,7.565130260521042,5.202404809619239
2.7267518043518066,9.002741813659668,3.8857715430861726,9.657314629258517
1.848889946937561,2.608926296234131,2.190380761523046,3.651302605210421
1.1324599981307983,3.9281868934631348,1.4148296593186374,2.9839679358717435
7.196863651275635,7.771479606628418,8.214428857715431,8.61122244488978
7.181910037994385,9.481703758239746,6.825651302605211,8.701402805611224
3.3122847080230713,1.1888681650161743,3.3807615230460923,1.685370741482966
2.8178939819335938,7.612272262573242,3.344689378757515,6.825651302605211
4.015198230743408,4.98431921005249,4.498997995991984,5.4188376753507015
3.5071957111358643,5.729296684265137,3.6152304609218437,5.869739478957916
3.9032931327819824,6.365828037261963,4.949899799599199,7.132264529058117
5.229384899139404,4.462961673736572,4.841683366733466,4.643286573146293
8.247615814208984,6.793148517608643,8.142284569138276,7.402805611222445
7.510992050170898,7.473484039306641,8.376753507014028,7.709418837675351
6.3152265548706055,1.1969560384750366,6.320641282565131,1.8837675350701404
2.7187633514404297,7.586752891540527,3.2364729458917836,7.078156312625251
6.59773588180542,3.9788079261779785,6.753507014028056,4.012024048096192
9.396296501159668,4.601202011108398,9.422845691382767,4.93186372745491
7.703109264373779,9.041389465332031,8.23246492985972,8.737474949899799
8.71293830871582,5.912665843963623,8.286573146292586,5.869739478957916
9.426032066345215,1.5178050994873047,9.891783567134269,1.7394789579158316
3.1028809547424316,2.5034613609313965,3.2004008016032066,3.3266533066132267
3.828500747680664,2.1598305702209473,3.687374749498998,3.038076152304609
2.68858003616333,6.675019264221191,3.470941883767535,7.22244488977956
6.5927414894104,4.48937463760376,7.006012024048096,4.80561122244489
5.868691921234131,4.028371334075928,5.5811623246492985,2.7314629258517034
7.554722309112549,8.27704906463623,8.46693386773547,8.61122244488978
4.62988805770874,9.505044937133789,4.42685370741483,7.601202404809619
8.919425010681152,4.1789679527282715,9.585170340681364,4.012024048096192
10.100046157836914,1.1494643688201904,9.909819639278558,1.3607214428857715
2.9092423915863037,7.793955326080322,3.849699398797595,8.322645290581162
2.3241968154907227,3.6504061222076416,1.7034068136272547,3.4168336673346693
9.300179481506348,8.003636360168457,9.945891783567134,7.763527054108216
2.07456636428833,1.9531877040863037,1.468937875751503,2.280561122244489
7.963536739349365,3.8596153259277344,7.925851703406813,3.651302605210421
2.809560775756836,1.401060938835144,2.875751503006012,1.7575150300601203
5.34018087387085,6.467212677001953,5.5811623246492985,5.995991983967936
6.642078876495361,5.40170955657959,6.663326653306614,5.238476953907816
8.423545837402344,8.435944557189941,8.827655310621243,9.801603206412826
8.700789451599121,8.571727752685547,9.332665330661323,8.701402805611224
1.3015391826629639,7.376809120178223,1.1623246492985972,7.22244488977956
2.809516668319702,5.70163106918335,2.9478957915831665,5.43687374749499
2.9883015155792236,2.172628879547119,3.182364729458918,1.7034068136272547
4.946411609649658,0.4558086395263672,5.31062124248497,1.1082164328657313
2.0017268657684326,4.0157470703125,2.623246492985972,4.264529058116233
6.115132808685303,5.4044694900512695,5.977955911823647,4.93186372745491
7.748720645904541,8.043143272399902,8.322645290581162,7.745490981963928
1.9933074712753296,3.9715981483459473,1.8296593186372747,4.156312625250501
4.0913987159729,5.576567649841309,3.975951903807615,5.9058116232464934
4.148599147796631,8.41321849822998,4.55310621242485,9.206412825651302
5.510010719299316,1.631527304649353,4.6072144288577155,1.7935871743486973
8.462125778198242,7.609640598297119,9.404809619238478,8.052104208416834
8.195168495178223,8.122807502746582,8.23246492985972,8.98997995991984
6.198161602020264,5.126865386962891,6.501002004008016,5.4188376753507015
7.827165126800537,8.343546867370605,7.492985971943888,9.206412825651302
6.067274570465088,0.8419685363769531,6.104208416833668,1.1623246492985972
5.264232158660889,6.335536003112793,5.4188376753507015,6.663326653306614
4.2833685874938965,2.093154191970825,4.264529058116233,2.0100200400801604
5.002317905426025,8.884108543395996,5.2565130260521045,10.0
7.579870223999023,1.8027633428573608,7.3667334669338675,1.6673346693386772
5.737916946411133,4.9952216148376465,5.977955911823647,4.787575150300601
9.545387268066406,1.8814996480941772,9.74749498997996,2.0821643286573144
2.9660422801971436,6.811957836151123,3.2004008016032066,5.977955911823647
9.033443450927734,4.15350341796875,9.260521042084168,4.354709418837675
9.663212776184082,2.60593318939209,9.783567134268537,2.8036072144288577
2.043168306350708,1.958041787147522,2.0280561122244487,2.1002004008016035
5.593087673187256,9.163597106933594,6.356713426853708,9.260521042084168
4.192459583282471,2.7832014560699463,3.687374749498998,3.218436873747495
6.6163649559021,4.443770885467529,5.797595190380762,5.364729458917836
8.685770034790039,7.927391052246094,9.49498997995992,7.889779559118237
8.170578956604004,3.510831832885742,8.322645290581162,3.975951903807615
5.98431921005249,2.940509080886841,5.761523046092185,2.965931863727455
2.212930917739868,2.949211597442627,1.937875751503006,3.038076152304609
7.450149059295654,9.832365989685059,8.160320641282565,9.927855711422845
4.698917865753174,3.188899517059326,4.679358717434869,3.182364729458918
3.591578483581543,7.635887145996094,4.1202404809619235,7.024048096192385
9.159707069396973,7.699525356292725,9.801603206412826,8.376753507014028
8.466108322143555,8.427638053894043,9.74749498997996,9.24248496993988
6.327394008636475,3.5011985301971436,6.44689378757515,3.7775551102204408
3.9315073490142822,5.613348960876465,4.498997995991984,5.56312625250501
4.244404315948486,6.772190570831299,4.733466933867735,7.565130260521042
3.9620261192321777,8.057668685913086,3.7595190380761525,8.358717434869739
3.857301712036133,8.093705177307129,4.1202404809619235,7.817635270541082
8.178675651550293,7.61801815032959,8.376753507014028,7.438877755511022
5.528601169586182,9.10020923614502,6.284569138276553,7.8537074148296595
9.886892318725586,3.1834876537323,9.87374749498998,3.2364729458917836
2.4521825313568115,8.454029083251953,1.811623246492986,7.060120240480962
9.122904777526855,2.319852113723755,9.62124248496994,2.370741482965932
3.1939544677734375,7.5229105949401855,4.102204408817635,5.797595190380762
8.3333740234375,4.75434684753418,8.1062124248497,4.517034068136272
1.3911510705947876,9.63488483428955,2.4248496993987976,10.0
8.156678199768066,3.559297800064087,7.871743486973948,4.04809619238477
8.93014907836914,4.346980571746826,9.729458917835672,4.877755511022045
6.777302265167236,4.273611068725586,6.122244488977956,4.625250501002004
3.8192243576049805,5.565145969390869,4.679358717434869,5.923847695390782
5.811934947967529,3.4526383876800537,5.527054108216433,2.965931863727455
5.9148268699646,7.2997002601623535,6.789579158316633,6.8797595190380765
5.935811996459961,6.394591331481934,6.104208416833668,7.060120240480962
1.3512300252914429,4.810309886932373,1.5050100200400802,4.498997995991984
3.632596015930176,3.164219379425049,3.687374749498998,3.831663326653307
5.074347019195557,7.5598673820495605,5.81563126252505,9.422845691382767
8.47750473022461,5.311725616455078,8.196392785571142,5.31062124248497
5.429539203643799,8.205904960632324,5.923847695390782,7.943887775551103
6.767867565155029,8.555685997009277,6.7174348697394795,8.124248496993989
3.874570846557617,8.055710792541504,5.400801603206413,9.13426853707415
8.955103874206543,9.004220008850098,9.044088176352705,9.440881763527054
6.147880554199219,7.9425482749938965,6.681362725450902,8.124248496993989
3.104918956756592,8.714800834655762,3.5070140280561124,9.87374749498998
5.084496974945068,7.38704252243042,4.93186372745491,7.420841683366734
5.487584114074707,1.86042058467865,5.869739478957916,1.9919839679358717
4.483621120452881,3.713575839996338,4.4448897795591185,3.993987975951904
6.4216628074646,3.8067917823791504,6.807615230460922,3.6332665330661325
8.741670608520508,2.839865207672119,8.683366733466933,3.2004008016032066
6.504852771759033,2.7426791191101074,6.591182364729459,2.496993987975952
3.181379795074463,7.200149059295654,3.434869739478958,7.817635270541082
2.317018747329712,8.607954978942871,2.496993987975952,9.657314629258517
5.887213230133057,1.9718807935714722,7.114228456913828,2.460921843687375
3.444465160369873,8.215483665466309,2.496993987975952,8.86372745490982
1.4259880781173706,5.687022686004639,1.7575150300601203,5.274549098196393
1.7125626802444458,4.956918716430664,1.3607214428857715,4.859719438877756
7.630086421966553,6.391495227813721,7.835671342685371,7.4749498997996
5.176905155181885,7.616941928863525,5.166332665330661,6.663326653306614
8.76502513885498,1.4128373861312866,9.404809619238478,1.5410821643286572
9.329700469970703,7.348908424377441,8.98997995991984,6.897795591182365
2.0567662715911865,4.086429595947266,2.244488977955912,3.2004008016032066
9.478057861328125,8.953381538391113,9.585170340681364,9.13426853707415
1.8650808334350586,1.4592293500900269,2.190380761523046,1.1442885771543085
7.567739963531494,8.207905769348145,7.294589178356714,7.907815631262525
2.37515926361084,6.3408331871032715,3.0741482965931866,6.915831663326654
2.8892464637756348,1.7446726560592651,3.056112224448898,1.4509018036072145
7.2826619148254395,2.841775894165039,7.835671342685371,3.056112224448898
4.0934319496154785,3.2934060096740723,3.651302605210421,3.831663326653307
2.902911901473999,3.5658445358276367,3.0741482965931866,3.867735470941884
7.2649641036987305,4.166500568389893,7.330661322645291,4.625250501002004
5.395581245422363,7.560940742492676,5.202404809619239,8.322645290581162
7.534632205963135,9.066311836242676,7.871743486973948,8.971943887775552
8.99609088897705,2.414161205291748,8.971943887775552,2.9118236472945895
4.053035736083984,1.0770429372787476,4.192384769539078,1.342685370741483
8.0227689743042,5.263976573944092,7.565130260521042,5.617234468937876
5.12017297744751,1.2552775144577026,5.472945891783567,1.342685370741483
8.721421241760254,2.592088222503662,8.899799599198397,2.929859719438878
2.2756834030151367,8.497653007507324,2.533066132264529,8.376753507014028
3.093416929244995,5.975218296051025,3.849699398797595,5.833667334669339
7.024232864379883,7.393294811248779,6.663326653306614,7.132264529058117
4.4883131980896,3.7209994792938232,4.5350701402805615,3.5430861723446894
8.70378303527832,4.870462417602539,8.647294589178358,4.823647294589179
